connect_parent	height	200
connect_parent	width	400
flow_parent	height	200
flow_parent	width	400
109	fg	0 0 255
109	child	communicate_parent
109	relationship	parental
109	y	7
109	icon	communicate.gif
109	label	communicates with
109	x	86
109	parent	relationships_relationship
109	icon_width	64
109	icon_height	64
108	fg	0 0 255
108	child	partof_parent
108	relationship	parental
108	y	10
108	icon	partof.gif
108	label	Part of
108	x	9
108	parent	relationships_relationship
108	icon_width	64
108	icon_height	64
135	parent	121
135	relationship	connected
135	child	122
134	parent	120
134	relationship	connected
134	child	121
male_parent	height	-1
male_parent	window_y	0
male_parent	window_x	0
male_parent	width	-1
male_parent	visible	true
133	parent	120
133	relationship	connected
133	child	120
86	parent	flow_relationship
86	relationship	connected
86	child	flow_relationship
disk_relationship	x	586
disk_relationship	fg	0 0 255
disk_relationship	label	Disk
disk_relationship	parent	classes
disk_relationship	icon	disk.gif
disk_relationship	y	126
disk_relationship	child	disk_parent
disk_relationship	relationship	parental
communicate_relationship	fg	0 0 255
communicate_relationship	child	communicate_parent
communicate_relationship	relationship	parental
communicate_relationship	y	4
communicate_relationship	icon	communicate.gif
communicate_relationship	label	communicates with
communicate_relationship	x	90
communicate_relationship	parent	relationships_parent
communicate_relationship	icon_width	64
communicate_relationship	icon_height	64
connect_relationship	fg	0 0 255
connect_relationship	child	connect_parent
connect_relationship	relationship	parental
connect_relationship	y	11
connect_relationship	icon	connect.gif
connect_relationship	label	is connected to
connect_relationship	x	319
connect_relationship	parent	relationships_parent
connect_relationship	icon_width	64
connect_relationship	icon_height	64
partof_parent	height	200
partof_parent	width	400
partof_parent	visible	false
129	fg	0 0 255
129	child	male_parent
129	relationship	parental
129	y	38
129	icon	male.gif
129	label	Male
129	x	53
129	parent	classes_relationship
129	icon_width	64
129	icon_height	89
base	fg	0 0 255
base	width	299
base	visible	true
base	window_y	12
base	window_x	716
base	y	12
base	label	Main Menu
base	x	716
base	height	225
128	fg	0 0 255
128	child	group_parent
128	relationship	parental
128	y	31
128	icon	group.gif
128	label	Contact Group
128	x	301
128	parent	classes_relationship
128	icon_width	64
128	icon_height	79
127	fg	0 0 255
127	child	female_parent
127	relationship	parental
127	y	34
127	icon	female.gif
127	label	Female
127	x	175
127	parent	classes_relationship
127	icon_width	64
127	icon_height	91
communicate_parent	height	200
communicate_parent	width	400
124	fg	0 0 255
124	width	636
124	child	118
124	visible	false
124	window_y	557
124	window_x	690
124	relationship	parental
124	icon	group.gif
124	y	354
124	bitmap	background.gif
124	label	Bosses
124	x	179
124	parent	contactapp_relationship
124	icon_dirty	1
124	icon_height	79
124	icon_width	116
124	height	342
2	x	-70
2	parent	site_parent
2	icon	male.gif
2	y	306
2	child	male_parent
2	relationship	parental
123	fg	0 0 255
123	width	464
123	child	117
123	visible	false
123	window_y	636
123	window_x	249
123	relationship	parental
123	icon	group.gif
123	y	376
123	label	Bosses
123	x	436
123	bitmap	background.gif
123	parent	contactapp_relationship
123	icon_height	79
123	icon_width	64
123	height	339
1	x	208
1	parent	site_parent
1	icon	male.gif
1	y	154
1	child	male_parent
1	relationship	parental
122	relationship	parental
122	visible	false
122	icon_width	64
122	SessionName	yottzumm
122	SessionPassword	Unique Super Secret Password
122	child	139
122	CollaborationServer	 http://localhost:8088/tapi/template
122	label	Katy Schildmeyer
122	parent	contactapp_relationship
122	y	310
122	x	600
122	property_file	motion/gedda/session2.sdp
122	window_y	246
122	icon_height	91
122	v	0
122	window_x	536
122	fg	0 0 255
122	t	3456677 5678899
122	s	yottzumm
122	height	371
122	o	yottzumm 123456789 123459999 IN IP4 lc-soc-lc.at
122	width	407
122	m	application 8443 TCP/WSS/C3P *
122	icon	female.gif
122	WebSocket	null
122	EmailAddress	ksdesign@gmail.com
122	c	IN IP4 lc-soc-lc.at
122	a	c3p-object:obj2
0	x	-75
0	parent	site_parent
0	icon	male.gif
0	y	46
0	child	male_parent
0	relationship	parental
relationships_parent	height	200
relationships_parent	x	21
relationships_parent	window_y	254
relationships_parent	window_x	21
relationships_parent	width	400
relationships_parent	visible	false
relationships_parent	y	254
121	relationship	parental
121	visible	false
121	icon_width	64
121	child	116
121	label	Bosses
121	parent	contactapp_relationship
121	y	65
121	x	551
121	property_file	motion/gedda/session1.sdp
121	window_y	647
121	icon_height	79
121	v	0
121	window_x	1268
121	t	3456677 5678899
121	fg	0 0 255
121	s	group1-petname
121	height	432
121	o	yottzumm 123456789 123459999 IN IP4 lc-soc-lc.at
121	width	513
121	m	application 8443 TCP/WSS/C3P *
121	icon	group.gif
121	c	IN IP4 lc-soc-lc.at
121	a	c3p-object:obj2
121	bitmap	background.gif
120	relationship	parental
120	visible	false
120	icon_width	151
120	SessionName	yottzumm2
